CommonName,HomeRange_ha,Status,Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert,Average_Weight
Long_tailed_Macaque,157.0,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.03
Japanese_Macaque,23.95,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
Heck_s_Macaque,100.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Northern_Pig_tailed_Macaque,215.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
White_cheeked_Macaque,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Moor_Macaque,20.0,EN,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.88
Rhesus_Macaque,47.75,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.96
Arunachal_Macaque,26.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Sunda_Pig_tailed_Macaque,314.3,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89
Crested_Macaque,216.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68
Gorontalo_Macaque,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65
Booted_Macaque,57.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95
Pagai_Macaque,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38
Bonnet_Macaque,26.0,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.14
Siberut_Macaque,125.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38
Lion_tailed_Macaque,125.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Toque_Macaque,66.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48
Barbary_Macaque,725.0,EN,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.5
Tibetan_Macaque,1106.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.55
Tonkean_Macaque,104.75,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95
Drill,2750.0,EN,1.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0
Mandrill,4000.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6
Rio_Acarí_Marmoset,,,,,,,,,,
Silvery_Marmoset,10.5,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35
Golden_white_Tassel_ear_Marmoset,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295
Snethlage_s_Marmoset,,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32
Santarém_Marmoset,13.8,,,,,,,,,
Rio_Aripuanã_Marmoset,25.17,,,,,,,,,
Golden_white_Bare_ear_Marmoset,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Marca_s_Marmoset,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
Maués_Marmoset,,,,,,,,,,
Black_tailed_Marmoset,429.5,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22
Black_headed_Marmoset,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
Rondon_s_Marmoset,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
Sateré_Marmoset,,,,,,,,,,
Montagne_d_Ambre_Mouse_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Madame_Berthe_s_Mouse_Lemur,3.7,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Bongolava_Mouse_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006
 Nosy_Boraha_Mouse_Lemur,,Unrated,,,,,,,,
Ambarijeby_Mouse_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Ganzhorn's_Mouse_Lemur,,Unrated,,,,,,,,
Gerp_s_Mouse_Lemur,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
Gray_brown_Mouse_Lemur,0.3,LC,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05
Jolly_s_Mouse_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Goodman_s_Mouse_Lemur,0.35,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045
Anjiahely_Mouse_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Nosy_Be_Mouse_Lemur,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Bemanasy_Mouse_Lemur,,Unrated,,,,,,,,
Margot_Marsh_s_Mouse_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Marohita_Mouse_Lemur,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Mittermeier_s_Mouse_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Gray_Mouse_Lemur,1.75,LC,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06
Peters_s_Mouse_Lemur,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Golden_brown_Mouse_Lemur,0.57,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Rufous_Mouse_Lemur,1.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Sambirano_Mouse_Lemur,1.2,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Simmons_s_Mouse_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765
Anosi_Mouse_lemur,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Tavaratra_Mouse_Lemur,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Northern_Talapoin_Monkey,300.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
Southern_Talapoin_Monkey,311.0,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.25
Coquerel_s_Giant_Mouse_Lemur,2.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
Northern_Giant_Mouse_Lemur,1.66,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
Proboscis_Monkey,900.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75
Northern_Yellow_cheeked_Crested_Gibbon,50.0,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Western_Black_Crested_Gibbon,87.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
Southern_Yellow_cheeked_Crested_Gibbon,51.86,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2
Hainan_Crested_Gibbon,781.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
Northern_White_cheeked_Crested_Gibbon,87.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Eastern_Black_Crested_Gibbon,130.3,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Southern_White_cheeked_Crested_Gibbon,36.42,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25
Bangka_Slow_Loris,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bengal_Slow_Loris,15.6,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26
Bornean_Slow_Loris,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
Sunda_Slow_Loris,6.3,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
Javan_Slow_Loris,7.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
Kayan_River_Slow_Loris,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Philippine_Slow_Loris,4.76,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285
Pygmy_Slow_Loris,17.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
Thick_tailed_Greater_Galago,8.5,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.15
Garnett_s_Greater_Galago,14.17,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
Bonobo,4000.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1
Chimpanzee,1846.7,EN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53.7
Olive_Baboon,1968.0,LC,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.65
Yellow_Baboon,900.0,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.05
Hamadryas_Baboon,2800.0,LC,0.0,0.0,1.0,1.0,0.0,1.0,0.0,13.4
Kinda_Baboon,,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0
Guinea_Baboon,3250.0,NT,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.5
Chacma_Baboon,500.0,LC,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.3
Milne_Edwards_s_Potto,23.2,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.19
East_African_Potto,,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.861
West_African_Potto,7.5,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
Montagne_D__Ambre_Fork_marked_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
Masoala_Fork_marked_Lemur,1.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
Pale_Fork_marked_Lemur,6.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
Sambirano_Fork_marked_Lemur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
Upper_Guinea_Red_Colobus,58.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25
Bouvier_s_Red_Colobus,,CR,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Niger_Delta_Red_Colobus,73.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Foa_s_Red_Colobus,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
Udzungwa_Red_Colobus,17.53,EN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.05
Zanzibar_Red_Colobus,19.0,EN,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.9
Lang_s_Red_Colobus,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
,,,,,,,,,,
Oustalet_s_Red_Colobus,,LC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.35
Lomami_Red_Colobus,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
Pennant_s_Red_Colobus,73.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
Preuss_s_Red_Colobus,100.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
Tana_River_Red_Colobus,14.25,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Semliki_Red_Colobus,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Temminick_s_Red_Colobus,22.5,EN,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.85
Ashy_Red_Colobus,308.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75
Tshuapa_Red_Colobus,,NT,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Miss_Waldron_s_Red_Colobus,120.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Equatorial_Saki,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
Buffy_Saki,172.4,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Cazuza_s_Saki,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Golden_faced_Saki,103.0,LC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Hairy_Saki,24.9,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Burnished_Saki,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gray_s_Bald_faced_Saki,35.9,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.16
Isabel_s_Saki,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Miller_s_Saki,,DD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mittermeier_s_Tapajós_Saki,,,,,,,,,,
Monk_Saki,25.85,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.36
Napo_Saki,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Pissinatti_s_Bald_faced_Saki,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
White_faced_saki,12.5,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.76
Rylands__Bald_faced_Saki,35.9,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Vanzolinis_Bald_faced_Saki,,,,,,,,,,
Madidi_Titi,21.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
Lake_Baptista_Titi,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
Prince_Bernhard_s_Titi,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
Brown_Titi,3.9,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
Chestnut_bellied_Titi,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Caquetá_Titi,,,,,,,,,,
Ashy_Titi,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74
Coppery_Titi,25.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
Red_crowned_Titi,3.3,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01
White_eared_Titi,100.0,LC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.95
Hoffmann_s_Titi,,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.06
Milton´s_titi_monkey,,,,,,,,,,
Rio_Beni_Titi,,EN,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8
Red_bellied_Titi,4.2,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
San_Martín_Titi,2.3,,,,,,,,,
Olalla_s_Titi,10.0,EN,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8
Ornate_Titi,15.93,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
Pale_Titi,20.0,LC,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8
Stephen_Nash_s_Titi,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
Toppins_Titi,4.7,,,,,,,,,
Urubamba_Brown_Titi,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Vieira_s_Titi,,NE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.96
Sumatran_Orangutan,277.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75
Bornean_Orangutan,409.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.15
Tapanuli_Orangutan,,CR,,,,,,,,
Black_and_white_Langur,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43
Miller_s_Langur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125
Cross_marked_Langur,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05
Javan_Langur,26.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Banded_Langur,24.85,NT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.22
White_fronted_Langur,200.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61
Hose_s_Langur,40.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Black_crested_Sumatran_Langur,22.0,EN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.53
Mitered_Langur,21.75,EN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.8
Natuna_Islands_Langur,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05
Mentawai_Langur,25.25,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27
Maroon_Langur,66.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13
Sabah_Grizzled_Langur,90.9,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Pale_thighed_Langur,24.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65
Siberut_Langur,16.75,EN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.45
Black_Sumatran_Langur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42
Thomas_s_Langur,27.43,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73
Olive_Colobus,31.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45
Greater_Bamboo_Lemur,40.37,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24
Silky_Sifaka,38.85,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
Coquerel_s_Sifaka,7.625,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73
Crowned_Sifaka,1.35,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Decken_s_Sifaka,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78
Diademed_Sifaka,37.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13
Milne_Edwards_s_Sifaka,145.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74
Perrier_s_Sifaka,30.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33
Tattersall_s_Sifaka,10.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Verreaux_s_Sifaka,7.0,EN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.91
Grey_shanked_Douc,984.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98
Red_shanked_Douc,36.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72
Black_shanked_Douc,30.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88
Tonkin_Snub_nosed_Monkey,470.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25
Yunnan_Snub_nosed_Monkey,2525.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48
Guizhou_Snub_nosed_Monkey,3450.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25
Golden_Snub_nosed_Monkey,1830.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75
Stryker_s_Snub_nosed_Monkey,2290.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25
Kipunji,306.2,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Pied_Tamarin,12.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
Geoffroy_s_Tamarin,34.5,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
Emperor_Tamarin,30.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
Mottled_face_Tamarin,35.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
Red_bellied_Tamarin,30.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
White_footed_Tamarin,9.22,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
Martin_s_Bare_faced_Tamarin,12.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Midas_Tamarin,36.5,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.56
Mustached_Tamarin,40.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
Western_Black_handed_Tamarin,32.5,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
Cotton_top_Tamarin,13.9,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
Eastern_Black_handed_Tamarin,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Black_capped_Squirrel_Monkey,375.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
Humboldt_s_Squirrel_Monkey,170.0,LC,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.88
Collins'_Squirrel_Monkey,,Unrated,,,,,,,,
Ecuadorian_Squirrel_Monkey,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
Central_American_Squirrel_Monkey,176.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
Guianan_Squirrel_Monkey,87.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82
Golden_backed_Squirrel_Monkey,50.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
Black_headed_Squirrel_Monkey,80.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Guianan_Brown_Capuchin,355.0,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.01
Hooded_Capuchin,,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.25
Blond_Capuchin,51.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55
Bearded_Capuchin,300.0,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.54
Large_headed_Capuchin,65.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05
Black_horned_Capuchin,161.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
Crested_Capuchin,110.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05
Yellow_breasted_Capuchin,969.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875
Bioko_Squirrel_Galago,2.35,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
Cross_River_Squirrel_Galago,3.2,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
Gabon_Squirrel_Galago,30.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
Makandé_squirrel_galago,,,,,,,,,,
Chamba_Sacred_Langur,305.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15
Bengal_Sacred_Langur,82.5,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.44
Terai_Sacred_Langur,,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3
Malabar_Sacred_Langur,12328.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1
Nilgiri_Langur,4.83,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6
Tufted_Gray_Langur,80.0,NT,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
Nepal_Sacred_Langur,6987.0,LC,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0
Purple_faced_Langur,5.375,EN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.03
Pig_tailed_Langur,7.1,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97
Siamang,17.3,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3
Dian_s_Tarsier,1.39,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199999999999999
Makassar_Tarsier,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
Lariang_Tarsier,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
Peleng_Tarsier,1.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
Sulawesi_Mountain_Tarsier,1.2,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051
Great_Sangihe_Tarsier,,EN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14300000000000002
Gursky's_Spectral_Tarsier ,,Unrated,,,,,,,,
Jatna's_Tarsier,,Unrated,,,,,,,,
Selayar_Tarsier,1.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122
Siau_Island_Tarsier,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Wallace_s_Tarsier,,DD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.107
Gelada,203.43,LC,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.35
East_Javan_Langur,19.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tenasserim_Langur,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Indochinese_Gray_Langur,83.55,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65
Silvered_Langur,43.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Delacour_s_Langur,36.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
Black_Langur,,EN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.3
Francois_s_Langur,64.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52
Golden_Langur,375.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15
Germain_s_Langur,17.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83
Hatinh_Langur,225.0,EN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.275
Laos_Langur,,VU,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
White_headed_Langur,29.1,CR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.285
Annamese_Langur,221.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
West_Javan_Langur,5.25,VU,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Dusky_Langur,30.5,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99
Phayre_s_Langur,82.37,EN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.44
Capped_Langur,18.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.93
Cat_Ba_Langur,30.0,CR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.05
Selangor_Silvery_Langur,31.5,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Shortridge_s_Langur,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Red_Ruffed_Lemur,24.55,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51
Black_and_white_Ruffed_Lemur,116.67,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58
